0.61,20
2.62,30
1.74,20
0.46,5
1.81,25
0.1,3
2,29
5.77,60
3.64,45
1.13,22
2.85,136
1.3,-13
1.35,-5
1.41,40
0.66,58
2.94,-106
4.41,-146
0.67,20
1.8,54
1.53,-3
0.27,9
4.77,50
1.98,-137
1.65,62
1.71,-16
2.97,-80
1.07,-55
0.83,-76
0.49,-50
0.3,0
